index,dsp time,sfn,TX PWR value,Adjustment value
760,10992.996711728,532,-110,-21
761,10993.001756172,537,-110,-21
762,10993.006735185,542,-110,-21
763,10993.011745576,547,-110,-21
764,10993.041688528,577,-111,-21
765,10993.071738374,607,-110,-21
766,10993.076711316,612,-109,-20
767,10993.081682098,617,-110,-20
768,10993.086744547,622,-109,-20
769,10993.121762139,657,-110,-20
770,10993.156712500,692,-111,-21
771,10993.161748919,697,-111,-22
772,10993.166730092,702,-111,-22
773,10993.171727674,707,-111,-22
774,10993.176720318,712,-111,-22
775,10993.201674434,737,-112,-22
776,10993.231722993,767,-111,-22
777,10993.236739866,772,-110,-21
778,10993.241786934,777,-110,-21
779,10993.246730298,782,-110,-21
780,10993.276743467,812,-109,-21
781,10993.281737242,817,-109,-20
782,10993.286735390,822,-109,-20
783,10993.291711574,827,-110,-20
784,10993.296714454,832,-109,-20
785,10993.301754475,837,-109,-20
786,10993.321693055,857,-110,-20
787,10993.351703240,887,-109,-20
788,10993.356734362,892,-109,-19
789,10993.361744135,897,-109,-20
790,10993.366741203,902,-109,-20
791,10993.371775925,907,-110,-20
792,10993.401709002,937,-110,-20
793,10993.431736574,967,-111,-20
794,10993.441745679,977,-110,-21
795,10993.446739351,982,-110,-21
796,10993.481791306,1017,-111,-21
797,10993.516773405,1052,-111,-22
798,10993.521740689,1057,-111,-22
799,10993.526731944,1062,-111,-22
800,10993.531728549,1067,-112,-22
801,10993.536747633,1072,-111,-22
802,10993.561674691,1097,-112,-22
803,10993.591714609,1127,-111,-22
804,10993.596714043,1132,-109,-21
805,10993.601728292,1137,-109,-20
806,10993.606722222,1142,-109,-20
807,10993.636738065,1172,-109,-20
808,10993.641761882,1177,-109,-20
809,10993.681754938,1217,-108,-20
810,10993.686718106,1222,-108,-19
811,10993.691743569,1227,-109,-19
812,10993.696701440,1232,-108,-19
813,10993.721693569,1257,-109,-19
814,10993.751788477,1287,-110,-19
815,10993.756726954,1292,-110,-20
816,10993.761739711,1297,-110,-21
817,10993.766737705,1302,-110,-21
818,10993.796736882,1332,-110,-21
819,10993.801714506,1337,-110,-21
820,10993.841747427,1377,-111,-21
821,10993.851788786,1387,-112,-22
822,10993.856762911,1392,-111,-22
823,10993.861742541,1397,-111,-22
824,10993.881704320,1417,-112,-22
825,10993.911736059,1447,-113,-22
826,10993.921772942,1457,-111,-23
827,10993.926723662,1462,-111,-22
828,10993.931740997,1467,-112,-22
829,10993.961712757,1497,-112,-22
830,10993.991746913,1527,-111,-22
831,10994.001794187,1537,-110,-21
832,10994.006740432,1542,-110,-21
833,10994.011736985,1547,-111,-21
834,10994.041668364,1577,-111,-21
835,10994.071733641,1607,-110,-21
836,10994.076735802,1612,-109,-20
837,10994.081766255,1617,-109,-20
838,10994.086734773,1622,-109,-20
839,10994.121787037,1657,-108,-20
840,10994.126779681,1662,-108,-19
841,10994.161715123,1697,-108,-19
842,10994.166735185,1702,-108,-19
843,10994.171734207,1707,-109,-19
844,10994.176730658,1712,-108,-19
845,10994.181738888,1717,-108,-19
846,10994.201703600,1737,-109,-19
847,10994.231754063,1767,-110,-19
848,10994.236723302,1772,-109,-20
849,10994.241782253,1777,-109,-20
850,10994.246744341,1782,-109,-20
851,10994.256730761,1792,-109,-20
852,10994.276723456,1812,-110,-20
853,10994.281718569,1817,-110,-21
854,10994.306734876,1842,-111,-21
855,10994.326725205,1862,-111,-22
856,10994.336733744,1872,-111,-22
857,10994.346727263,1882,-111,-22
858,10994.351748456,1887,-111,-22
859,10994.356751183,1892,-112,-22
860,10994.361734362,1897,-112,-23
861,10994.366753292,1902,-112,-23
862,10994.376756532,1912,-112,-23
863,10994.396714660,1932,-112,-23
864,10994.401726080,1937,-112,-23
865,10994.406736008,1942,-111,-23
866,10994.411719495,1947,-112,-22
867,10994.416721450,1952,-111,-22
868,10994.421727829,1957,-111,-22
869,10994.441701491,1977,-112,-22
870,10994.471746399,2007,-111,-22
871,10994.476735030,2012,-110,-21
872,10994.481722222,2017,-110,-21
873,10994.486738220,2022,-110,-21
874,10994.521728343,2057,-109,-21
875,10994.556733076,2092,-109,-20
876,10994.561738940,2097,-109,-20
877,10994.566729218,2102,-109,-20
878,10994.571731635,2107,-110,-20
879,10994.576707818,2112,-109,-20
880,10994.601696296,2137,-110,-20
881,10994.631734567,2167,-107,-20
882,10994.636747993,2172,-103,-17
883,10994.641711059,2177,-103,-14
884,10994.646737397,2182,-103,-14
885,10994.656725977,2192,-103,-14
886,10994.676717386,2212,-103,-14
887,10994.686740277,2222,-104,-14
888,10994.691741409,2227,-105,-15
889,10994.696716409,2232,-104,-15
890,10994.701705864,2237,-104,-15
891,10994.706719855,2242,-104,-15
892,10994.711734156,2247,-104,-15
893,10994.721679269,2257,-105,-15
894,10994.751704732,2287,-106,-15
895,10994.756698919,2292,-105,-16
896,10994.761726028,2297,-105,-16
897,10994.766715997,2302,-105,-16
898,10994.771736882,2307,-105,-16
899,10994.776722170,2312,-105,-16
900,10994.801717181,2337,-106,-16
901,10994.831726440,2367,-107,-16
902,10994.841740637,2377,-107,-17
903,10994.846720421,2382,-107,-18
904,10994.851712037,2387,-107,-18
905,10994.881677417,2417,-108,-18
906,10994.911703960,2447,-109,-18
907,10994.916703549,2452,-108,-19
908,10994.926723919,2462,-108,-19
909,10994.931730041,2467,-108,-19
910,10994.961708590,2497,-109,-19
911,10994.991724382,2527,-110,-19
912,10994.996719495,2532,-109,-20
913,10995.001682355,2537,-110,-20
914,10995.006703292,2542,-109,-20
915,10995.041731378,2577,-110,-20
916,10995.076700360,2612,-110,-21
917,10995.081697890,2617,-111,-21
918,10995.086726748,2622,-110,-21
919,10995.121738168,2657,-111,-21
920,10995.126733076,2662,-111,-22
921,10995.156724948,2692,-111,-22
922,10995.161706790,2697,-112,-22
923,10995.166738220,2702,-111,-22
924,10995.176724537,2712,-112,-22
925,10995.181708950,2717,-112,-23
926,10995.191712191,2727,-113,-23
927,10995.201762500,2737,-112,-23
928,10995.206735082,2742,-112,-23
929,10995.236714506,2772,-113,-23
930,10995.241726954,2777,-113,-24
931,10995.246751543,2782,-113,-24
932,10995.281745267,2817,-112,-24
933,10995.316729166,2852,-112,-23
934,10995.321768364,2857,-113,-23
935,10995.326740483,2862,-112,-23
936,10995.331703755,2867,-112,-23
937,10995.341725205,2877,-113,-23
938,10995.361688014,2897,-113,-23
939,10995.391740740,2927,-112,-23
940,10995.396713734,2932,-110,-22
941,10995.401773919,2937,-110,-21
942,10995.406719958,2942,-110,-21
943,10995.441746965,2977,-110,-21
944,10995.446753909,2982,-109,-21
945,10995.451711213,2987,-110,-20
946,10995.461715534,2997,-109,-20
947,10995.466729320,3002,-109,-20
948,10995.481690020,3017,-110,-20
949,10995.511730812,3047,-109,-20
950,10995.521765277,3057,-108,-19
951,10995.526778395,3062,-108,-19
952,10995.531745370,3067,-109,-19
953,10995.536791923,3072,-108,-19
954,10995.541781790,3077,-108,-19
955,10995.546753034,3082,-107,-19
956,10995.551775000,3087,-107,-18
957,10995.556754578,3092,-107,-18
958,10995.561705864,3097,-108,-18
959,10995.591735596,3127,-108,-18
960,10995.601757973,3137,-108,-18
961,10995.616733333,3152,-108,-19
962,10995.621775257,3157,-108,-19
963,10995.626747530,3162,-108,-19
964,10995.636703549,3172,-108,-19
965,10995.641772788,3177,-108,-19
966,10995.676731790,3212,-109,-19
967,10995.681741306,3217,-109,-20
968,10995.686715586,3222,-109,-20
969,10995.691714300,3227,-110,-20
970,10995.696722427,3232,-110,-20
971,10995.721682921,3257,-111,-21
972,10995.751699228,3287,-112,-21
973,10995.756728034,3292,-111,-22
974,10995.761738734,3297,-111,-22
975,10995.766732355,3302,-111,-22
976,10995.776716872,3312,-111,-22
977,10995.796728034,3332,-112,-22
978,10995.801745113,3337,-112,-23
979,10995.806723096,3342,-112,-23
980,10995.816742283,3352,-112,-23
981,10995.821731378,3357,-112,-23
982,10995.826733744,3362,-112,-23
983,10995.841669701,3377,-113,-23
984,10995.871724382,3407,-112,-23
985,10995.881749125,3417,-111,-22
986,10995.886713888,3422,-111,-22
987,10995.891724434,3427,-111,-22
988,10995.921682664,3457,-112,-22
989,10995.951746450,3487,-111,-22
990,10995.956715997,3492,-110,-21
991,10995.961668672,3497,-111,-21
992,10995.966743106,3502,-110,-21
993,10996.001746707,3537,-109,-21
994,10996.006733899,3542,-109,-20
995,10996.036714814,3572,-108,-20
996,10996.041748662,3577,-108,-19
997,10996.046733076,3582,-108,-19
998,10996.051695113,3587,-108,-19
999,10996.081674228,3617,-109,-19
1000,10996.111716152,3647,-108,-19
1001,10996.116714043,3652,-107,-18
1002,10996.121761676,3657,-107,-18
1003,10996.126759722,3662,-107,-18
1004,10996.136724331,3672,-108,-18
1005,10996.161765226,3697,-108,-19
1006,10996.166747993,3702,-108,-19
1007,10996.171716872,3707,-109,-19
1008,10996.176715843,3712,-108,-19
1009,10996.181725257,3717,-108,-19
1010,10996.201688786,3737,-109,-19
1011,10996.231709619,3767,-110,-19
1012,10996.241783590,3777,-110,-20
1013,10996.246736934,3782,-110,-21
1014,10996.251738168,3787,-111,-21
1015,10996.256734979,3792,-110,-21
1016,10996.261707253,3797,-110,-21
1017,10996.281694701,3817,-111,-21
1018,10996.311722479,3847,-112,-21
1019,10996.316718158,3852,-111,-22
1020,10996.321735699,3857,-111,-22
1021,10996.336727006,3872,-111,-22
1022,10996.356710288,3892,-112,-22
1023,10996.361751337,3897,-112,-23
1024,10996.401747993,3937,-113,-23
1025,10996.406723045,3942,-113,-24
1026,10996.411687911,3947,-114,-24
1027,10996.416716100,3952,-113,-24
1028,10996.441695833,3977,-114,-24
1029,10996.471704218,4007,-113,-24
1030,10996.476742541,4012,-112,-23
1031,10996.481764454,4017,-112,-23
1032,10996.486757716,4022,-112,-23
1033,10996.496713991,4032,-112,-23
1034,10996.521763220,4057,-111,-23
1035,10996.526737191,4062,-111,-22
1036,10996.536729989,4072,-111,-22
1037,10996.541741255,4077,-111,-22
1038,10996.546723148,4082,-111,-22
1039,10996.561688786,4097,-112,-22
1040,10996.591726491,4127,-109,-22
1041,10996.601741718,4137,-105,-19
1042,10996.606778600,4142,-105,-16
1043,10996.611710699,4147,-105,-16
1044,10996.616729526,4152,-105,-16
1045,10996.621723611,4157,-105,-16
1046,10996.641708281,4177,-106,-16
1047,10996.671727674,4207,-107,-16
1048,10996.681727880,4217,-106,-17
1049,10996.686737448,4222,-106,-17
1050,10996.721753703,4257,-107,-17
1051,10996.756744290,4292,-107,-18
1052,10996.761741820,4297,-107,-18
1053,10996.766712705,4302,-107,-18
1054,10996.771692181,4307,-107,-18
1055,10996.776720370,4312,-107,-18
1056,10996.801673559,4337,-108,-18
1057,10996.831703755,4367,-109,-18
1058,10996.841740226,4377,-109,-19
1059,10996.846763837,4382,-109,-20
1060,10996.851731790,4387,-109,-20
1061,10996.856731378,4392,-109,-20
1062,10996.861716718,4397,-109,-20
1063,10996.866729629,4402,-109,-20
1064,10996.881697427,4417,-110,-20
1065,10996.911757098,4447,-111,-20
1066,10996.921743055,4457,-110,-21
1067,10996.926743004,4462,-110,-21
1068,10996.931777623,4467,-110,-21
1069,10996.936758796,4472,-110,-21
1070,10996.941782047,4477,-110,-21
1071,10996.946726337,4482,-111,-21
1072,10996.951743415,4487,-111,-22
1073,10996.961709002,4497,-112,-22
1074,10996.991726748,4527,-112,-22
1075,10997.001783281,4537,-112,-22
1076,10997.006745524,4542,-112,-23
1077,10997.016748713,4552,-112,-23
1078,10997.026746450,4562,-112,-23
1079,10997.036733693,4572,-112,-23
1080,10997.056729886,4592,-112,-23
1081,10997.066736265,4602,-112,-23
1082,10997.076742541,4612,-112,-23
1083,10997.086744753,4622,-112,-23
1084,10997.106726800,4642,-112,-23
1085,10997.116731893,4652,-112,-23
1086,10997.126740072,4662,-112,-23
1087,10997.151734362,4687,-111,-23
1088,10997.161725360,4697,-111,-22
1089,10997.166744238,4702,-111,-22
1090,10997.176710390,4712,-111,-22
1091,10997.196713477,4732,-110,-22
1092,10997.211745216,4747,-111,-21
1093,10997.221716563,4757,-110,-21
1094,10997.231744855,4767,-110,-21
1095,10997.251732613,4787,-110,-21
1096,10997.261752314,4797,-110,-21
1097,10997.271753549,4807,-110,-21
1098,10997.291740792,4827,-111,-21
1099,10997.301755915,4837,-109,-21
1100,10997.306749639,4842,-109,-20
1101,10997.311694084,4847,-109,-20
1102,10997.316784670,4852,-109,-20
1103,10997.321752314,4857,-109,-20
1104,10997.326770113,4862,-109,-20
1105,10997.336792952,4872,-109,-20
1106,10997.366768055,4902,-109,-20
1107,10997.371721193,4907,-110,-20
1108,10997.376729166,4912,-109,-20
1109,10997.381772273,4917,-109,-20
1110,10997.386746553,4922,-109,-20
1111,10997.391735236,4927,-109,-20
1112,10997.401694444,4937,-110,-20
1113,10997.431714763,4967,-109,-20
1114,10997.436727314,4972,-108,-19
1115,10997.441762397,4977,-108,-19
1116,10997.446775771,4982,-107,-19
1117,10997.451772633,4987,-108,-18
1118,10997.481706738,5017,-108,-18
1119,10997.511751388,5047,-109,-18
1120,10997.521718004,5057,-108,-19
1121,10997.526730452,5062,-108,-19
1122,10997.531721759,5067,-109,-19
1123,10997.561697119,5097,-109,-19
1124,10997.591733179,5127,-110,-19
1125,10997.601756532,5137,-109,-20
1126,10997.606756944,5142,-109,-20
1127,10997.611712037,5147,-110,-20
1128,10997.641696039,5177,-110,-20
1129,10997.671688271,5207,-111,-20
1130,10997.676709310,5212,-110,-21
1131,10997.681725771,5217,-110,-21
1132,10997.686777263,5222,-110,-21
1133,10997.691735905,5227,-111,-21
1134,10997.721720113,5257,-111,-21
1135,10997.751729835,5287,-112,-21
1136,10997.761754372,5297,-111,-22
1137,10997.766730761,5302,-111,-22
1138,10997.801768364,5337,-112,-22
1139,10997.811744393,5347,-112,-23
1140,10997.821700051,5357,-112,-23
1141,10997.826704372,5362,-112,-23
1142,10997.841696759,5377,-113,-23
1143,10997.871723868,5407,-112,-23
1144,10997.881736985,5417,-111,-22
1145,10997.891725308,5427,-111,-22
1146,10997.896725205,5432,-111,-22
1147,10997.921702211,5457,-112,-22
1148,10997.951754578,5487,-111,-22
1149,10997.961742592,5497,-109,-21
1150,10997.966717849,5502,-109,-20
1151,10997.976734876,5512,-109,-20
1152,10997.996703960,5532,-109,-20
1153,10998.001717026,5537,-109,-20
1154,10998.006713786,5542,-108,-20
1155,10998.016735442,5552,-108,-19
1156,10998.021742181,5557,-108,-19
1157,10998.041747530,5577,-108,-19
1158,10998.076728755,5612,-109,-19
1159,10998.081737705,5617,-109,-20
1160,10998.086712088,5622,-109,-20
1161,10998.091725000,5627,-110,-20
1162,10998.096721553,5632,-109,-20
1163,10998.101748045,5637,-109,-20
1164,10998.121684259,5657,-110,-20
1165,10998.151769238,5687,-111,-20
1166,10998.161755967,5697,-111,-21
1167,10998.166735493,5702,-111,-22
1168,10998.171720421,5707,-112,-22
1169,10998.201692541,5737,-112,-22
1170,10998.231716255,5767,-113,-22
1171,10998.236725102,5772,-112,-23
1172,10998.241724228,5777,-112,-23
1173,10998.246711574,5782,-112,-23
1174,10998.251725617,5787,-113,-23
1175,10998.281693569,5817,-113,-23
1176,10998.311730092,5847,-112,-23
1177,10998.321787448,5857,-111,-22
1178,10998.326727726,5862,-111,-22
1179,10998.331711059,5867,-112,-22
1180,10998.361670936,5897,-112,-22
1181,10998.391720730,5927,-111,-22
1182,10998.401786728,5937,-110,-21
1183,10998.406726131,5942,-111,-21
1184,10998.411763631,5947,-111,-21
1185,10998.416738940,5952,-110,-21
1186,10998.421729886,5957,-111,-21
1187,10998.441724125,5977,-111,-21
1188,10998.471709825,6007,-110,-21
1189,10998.481752777,6017,-108,-20
1190,10998.486707767,6022,-108,-19
1191,10998.491734310,6027,-109,-19
1192,10998.496732201,6032,-108,-19
1193,10998.501760648,6037,-108,-19
1194,10998.521719547,6057,-109,-19
1195,10998.551705812,6087,-108,-19
1196,10998.561748816,6097,-107,-18
1197,10998.566727520,6102,-107,-18
1198,10998.571795576,6107,-108,-18
1199,10998.576731121,6112,-107,-18
1200,10998.581788014,6117,-107,-18
1201,10998.586762088,6122,-108,-18
1202,10998.591759156,6127,-108,-19
1203,10998.601685545,6137,-109,-19
1204,10998.631754475,6167,-109,-19
1205,10998.641744393,6177,-109,-19
1206,10998.676720473,6212,-109,-20
1207,10998.681753806,6217,-109,-20
1208,10998.721713786,6257,-110,-20
1209,10998.731712654,6267,-111,-21
1210,10998.736748816,6272,-110,-21
1211,10998.761713837,6297,-111,-21
1212,10998.791751028,6327,-112,-21
1213,10998.801766872,6337,-111,-22
1214,10998.806736316,6342,-111,-22
1215,10998.811734310,6347,-112,-22
1216,10998.816716100,6352,-111,-22
1217,10998.821722479,6357,-111,-22
1218,10998.841674897,6377,-112,-22
1219,10998.871728240,6407,-113,-22
1220,10998.876716872,6412,-113,-23
1221,10998.891774639,6427,-114,-24
1222,10998.896703034,6432,-113,-24
1223,10998.921699948,6457,-114,-24
1224,10998.951729166,6487,-113,-24
1225,10998.956711985,6492,-112,-23
1226,10998.961743158,6497,-112,-23
1227,10998.966730812,6502,-112,-23
1228,10998.976729578,6512,-112,-23
1229,10998.996712757,6532,-111,-23
1230,10999.001727160,6537,-111,-22
1231,10999.006752417,6542,-111,-22
1232,10999.016725925,6552,-111,-22
1233,10999.021756635,6557,-111,-22
1234,10999.026709259,6562,-108,-22
1235,10999.031750617,6567,-108,-19
1236,10999.036712705,6572,-109,-19
1237,10999.041744598,6577,-108,-19
1238,10999.071717901,6607,-109,-19
1239,10999.081712294,6617,-107,-19
1240,10999.086737345,6622,-107,-18
1241,10999.091718569,6627,-107,-18
1242,10999.121710751,6657,-108,-18
1243,10999.151752572,6687,-109,-18
1244,10999.156744032,6692,-108,-19
1245,10999.161737242,6697,-108,-19
1246,10999.166725771,6702,-108,-19
1247,10999.201749897,6737,-109,-19
1248,10999.211718415,6747,-110,-20
1249,10999.221740174,6757,-109,-20
1250,10999.226719135,6762,-109,-20
1251,10999.241698199,6777,-110,-20
1252,10999.271723816,6807,-111,-20
1253,10999.281753755,6817,-111,-21
1254,10999.286714300,6822,-111,-22
1255,10999.291761162,6827,-112,-22
1256,10999.321671141,6857,-112,-22
1257,10999.351719907,6887,-113,-22
1258,10999.361741152,6897,-112,-23
1259,10999.366713940,6902,-112,-23
1260,10999.371723456,6907,-113,-23
1261,10999.376735288,6912,-112,-23
1262,10999.381715226,6917,-112,-23
1263,10999.401707716,6937,-113,-23
1264,10999.431738374,6967,-112,-23
1265,10999.441747119,6977,-110,-22
1266,10999.446736471,6982,-110,-21
1267,10999.451746141,6987,-111,-21
1268,10999.456758487,6992,-110,-21
1269,10999.481719650,7017,-111,-21
1270,10999.511723611,7047,-110,-21
1271,10999.521738014,7057,-109,-20
1272,10999.526735442,7062,-109,-20
1273,10999.536720730,7072,-110,-20
1274,10999.561741512,7097,-108,-20
1275,10999.596719032,7132,-108,-19
1276,10999.601772119,7137,-108,-19
1277,10999.611728240,7147,-109,-19
1278,10999.616714969,7152,-108,-19
1279,10999.641706481,7177,-109,-19
1280,10999.671736574,7207,-110,-19
1281,10999.681767026,7217,-109,-20
1282,10999.686729629,7222,-109,-20
1283,10999.691713168,7227,-110,-20
1284,10999.721691872,7257,-110,-20
1285,10999.751717283,7287,-111,-20
1286,10999.756724485,7292,-110,-21
1287,10999.761764557,7297,-110,-21
1288,10999.766714711,7302,-110,-21
1289,10999.771699485,7307,-111,-21
1290,10999.801672376,7337,-111,-21
1291,10999.831730864,7367,-112,-21
1292,10999.836719238,7372,-111,-22
1293,10999.841771862,7377,-111,-22
1294,10999.856705144,7392,-111,-22
1295,10999.876714711,7412,-110,-22
1296,10999.881738940,7417,-110,-21
1297,10999.916726286,7452,-110,-21
1298,10999.921736368,7457,-110,-21
1299,10999.926729835,7462,-110,-21
1300,10999.931717695,7467,-111,-21
1301,10999.936709156,7472,-110,-21
1302,10999.961683076,7497,-111,-21
1303,10999.991744547,7527,-110,-21
1304,10999.996778446,7532,-109,-20
1305,11000.001770164,7537,-109,-20
1306,11000.006732870,7542,-109,-20
1307,11000.016704269,7552,-109,-20
1308,11000.041751131,7577,-110,-20
1309,11000.081763014,7617,-110,-21
1310,11000.086729835,7622,-110,-21
1311,11000.091720267,7627,-111,-21
1312,11000.096742541,7632,-110,-21
1313,11000.101756687,7637,-110,-21
1314,11000.121696450,7657,-111,-21
1315,11000.151728240,7687,-112,-21
1316,11000.156719753,7692,-110,-22
1317,11000.161753909,7697,-110,-21
1318,11000.166786831,7702,-110,-21
1319,11000.201746347,7737,-110,-21
1320,11000.206729372,7742,-110,-21
1321,11000.236732921,7772,-109,-21
1322,11000.246714660,7782,-109,-20
